%%
%% array of partial derivatives of phase velocity with respect to S-wave velocity at each period T; 
%% periods T are arrange in rowss -->
%% depth intervals are arrange in columns |
%%
%% used in class exercise for inversion course
%%
%%
4.6166e-013  1.1037e-006  1.3385e-004  8.9258e-004  1.9974e-003  2.9224e-003  3.5210e-003  3.8596e-003  4.0146e-003  4.1053e-003
1.4153e-013  6.7308e-007  1.0280e-004  7.5841e-004  1.7852e-003  2.6899e-003  3.3014e-003  3.6638e-003  3.8397e-003  3.9540e-003
4.3277e-014  4.0990e-007  7.8877e-005  6.4380e-004  1.5940e-003  2.4737e-003  3.0929e-003  3.4752e-003  3.6696e-003  3.8055e-003
1.3198e-014  2.4927e-007  6.0454e-005  5.4598e-004  1.4220e-003  2.2729e-003  2.8952e-003  3.2937e-003  3.5045e-003  3.6601e-003
4.0144e-015  1.5137e-007  4.6284e-005  4.6256e-004  1.2674e-003  2.0864e-003  2.7077e-003  3.1191e-003  3.3443e-003  3.5177e-003
1.2179e-015  9.1796e-008  3.5397e-005  3.9150e-004  1.1285e-003  1.9135e-003  2.5302e-003  2.9514e-003  3.1889e-003  3.3785e-003
3.6853e-016  5.5588e-008  2.7041e-005  3.3102e-004  1.0038e-003  1.7533e-003  2.3623e-003  2.7904e-003  3.0383e-003  3.2424e-003
1.1126e-016  3.3615e-008  2.0635e-005  2.7959e-004  8.9198e-004  1.6049e-003  2.2034e-003  2.6360e-003  2.8926e-003  3.1095e-003
0.0000e+000  2.0298e-008  1.5729e-005  2.3589e-004  7.9179e-004  1.4677e-003  2.0534e-003  2.4879e-003  2.7516e-003  2.9798e-003
0.0000e+000  1.2240e-008  1.1975e-005  1.9880e-004  7.0210e-004  1.3408e-003  1.9117e-003  2.3462e-003  2.6154e-003  2.8534e-003
0.0000e+000  7.3697e-009  9.1055e-006  1.6735e-004  6.2187e-004  1.2235e-003  1.7781e-003  2.2105e-003  2.4838e-003  2.7303e-003
0.0000e+000  4.4308e-009  6.9149e-006  1.4069e-004  5.5017e-004  1.1154e-003  1.6522e-003  2.0807e-003  2.3568e-003  2.6104e-003
0.0000e+000  2.6597e-009  5.2442e-006  1.1813e-004  4.8614e-004  1.0156e-003  1.5336e-003  1.9567e-003  2.2344e-003  2.4938e-003
0.0000e+000  1.5940e-009  3.9713e-006  9.9052e-005  4.2900e-004  9.2369e-004  1.4221e-003  1.8383e-003  2.1164e-003  2.3804e-003
0.0000e+000  9.5350e-010  3.0025e-006  8.2930e-005  3.7808e-004  8.3906e-004  1.3171e-003  1.7254e-003  2.0029e-003  2.2704e-003
0.0000e+000  5.6918e-010  2.2659e-006  6.9320e-005  3.3271e-004  7.6122e-004  1.2186e-003  1.6178e-003  1.8937e-003  2.1636e-003
0.0000e+000  3.3888e-010  1.7065e-006  5.7843e-005  2.9235e-004  6.8968e-004  1.1261e-003  1.5153e-003  1.7887e-003  2.0601e-003
0.0000e+000  3.3887e-010  1.7067e-006  5.7857e-005  2.9245e-004  6.8994e-004  1.1265e-003  1.5160e-003  1.7895e-003  2.0610e-003
0.0000e+000  1.1904e-010  9.6204e-007  4.0098e-005  2.2500e-004  5.6481e-004  9.5999e-004  1.3278e-003  1.5945e-003  1.8668e-003
0.0000e+000  4.1332e-011  5.3756e-007  2.7588e-005  1.7202e-004  4.5985e-004  8.1411e-004  1.1580e-003  1.4152e-003  1.6847e-003
0.0000e+000  1.4189e-011  2.9782e-007  1.8847e-005  1.3072e-004  3.7239e-004  6.8712e-004  1.0056e-003  1.2511e-003  1.5151e-003
0.0000e+000  4.8163e-012  1.6361e-007  1.2786e-005  9.8732e-005  2.9999e-004  5.7723e-004  8.6962e-004  1.1018e-003  1.3577e-003
0.0000e+000  1.6169e-012  8.9143e-008  8.6150e-006  7.4137e-005  2.4041e-004  4.8269e-004  7.4891e-004  9.6665e-004  1.2125e-003
0.0000e+000  5.3689e-013  4.8177e-008  5.7659e-006  5.5346e-005  1.9168e-004  4.0180e-004  6.4231e-004  8.4485e-004  1.0791e-003
0.0000e+000  1.7637e-013  2.5830e-008  3.8336e-006  4.1084e-005  1.5206e-004  3.3296e-004  5.4864e-004  7.3562e-004  9.5712e-004
0.0000e+000  5.7322e-014  1.3740e-008  2.5324e-006  3.0325e-005  1.2003e-004  2.7467e-004  4.6672e-004  6.3811e-004  8.4600e-004
0.0000e+000  1.8437e-014  7.2525e-009  1.6621e-006  2.2258e-005  9.4273e-005  2.2558e-004  3.9543e-004  5.5145e-004  7.4523e-004
0.0000e+000  5.8689e-015  3.7991e-009  1.0840e-006  1.6247e-005  7.3673e-005  1.8442e-004  3.3365e-004  4.7475e-004  6.5421e-004
0.0000e+000  1.8493e-015  1.9752e-009  7.0255e-007  1.1792e-005  5.7285e-005  1.5009e-004  2.8037e-004  4.0717e-004  5.7231e-004
0.0000e+000  5.7701e-016  1.0193e-009  4.5244e-007  8.5107e-006  4.4314e-005  1.2158e-004  2.3460e-004  3.4786e-004  4.9891e-004
0.0000e+000  1.7836e-016  5.2208e-010  2.8951e-007  6.1067e-006  3.4099e-005  9.8014e-005  1.9546e-004  2.9601e-004  4.3338e-004
0.0000e+000  5.4710e-017  2.6542e-010  1.8402e-007  4.3552e-006  2.6095e-005  7.8627e-005  1.6213e-004  2.5086e-004  3.7507e-004
0.0000e+000  0.0000e+000  1.3390e-010  1.1615e-007  3.0860e-006  1.9853e-005  6.2747e-005  1.3386e-004  2.1171e-004  3.2339e-004
0.0000e+000  0.0000e+000  6.6997e-011  7.2750e-008  2.1714e-006  1.5010e-005  4.9799e-005  1.0998e-004  1.7789e-004  2.7776e-004
0.0000e+000  0.0000e+000  3.3209e-011  4.5168e-008  1.5159e-006  1.1272e-005  3.9291e-005  8.9900e-005  1.4878e-004  2.3761e-004
0.0000e+000  0.0000e+000  1.6269e-011  2.7750e-008  1.0488e-006  8.4000e-006  3.0802e-005  7.3087e-005  1.2385e-004  2.0241e-004
0.0000e+000  0.0000e+000  7.8418e-012  1.6826e-008  7.1803e-007  6.2071e-006  2.3980e-005  5.9074e-005  1.0257e-004  1.7169e-004
0.0000e+000  0.0000e+000  3.6907e-012  1.0033e-008  4.8552e-007  4.5431e-006  1.8527e-005  4.7452e-005  8.4493e-005  1.4497e-004
